[26/Aug/2015 13:36:07] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:42:40] DEBUG [django.db.backends:91] (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'c9noi6sndd85hl8bfbpvk9ao53pnc15g' AND `django_session`.`expire_date` > '2015-08-27 19:42:40') LIMIT 21; args=('c9noi6sndd85hl8bfbpvk9ao53pnc15g', u'2015-08-27 19:42:40')
[27/Aug/2015 19:42:40] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 19:42:52] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:42:52] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'c9noi6sndd85hl8bfbpvk9ao53pnc15g' AND `django_session`.`expire_date` > '2015-08-27 19:42:52') LIMIT 21; args=('c9noi6sndd85hl8bfbpvk9ao53pnc15g', u'2015-08-27 19:42:52')
[27/Aug/2015 19:42:52] DEBUG [django.db.backends:91] (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 19:44:31] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:44:31] DEBUG [django.db.backends:91] (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'c9noi6sndd85hl8bfbpvk9ao53pnc15g' AND `django_session`.`expire_date` > '2015-08-27 19:44:31') LIMIT 21; args=('c9noi6sndd85hl8bfbpvk9ao53pnc15g', u'2015-08-27 19:44:31')
[27/Aug/2015 19:44:31] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 19:44:33] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:44:33] DEBUG [django.db.backends:91] (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'c9noi6sndd85hl8bfbpvk9ao53pnc15g' AND `django_session`.`expire_date` > '2015-08-27 19:44:33') LIMIT 21; args=('c9noi6sndd85hl8bfbpvk9ao53pnc15g', u'2015-08-27 19:44:33')
[27/Aug/2015 19:44:33] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 19:45:24] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:45:24] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'c9noi6sndd85hl8bfbpvk9ao53pnc15g' AND `django_session`.`expire_date` > '2015-08-27 19:45:24') LIMIT 21; args=('c9noi6sndd85hl8bfbpvk9ao53pnc15g', u'2015-08-27 19:45:24')
[27/Aug/2015 19:45:24] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 19:48:39] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:48:39] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'c9noi6sndd85hl8bfbpvk9ao53pnc15g' AND `django_session`.`expire_date` > '2015-08-27 19:48:39') LIMIT 21; args=('c9noi6sndd85hl8bfbpvk9ao53pnc15g', u'2015-08-27 19:48:39')
[27/Aug/2015 19:48:39] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 19:48:46] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:48:46] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'c9noi6sndd85hl8bfbpvk9ao53pnc15g' AND `django_session`.`expire_date` > '2015-08-27 19:48:46') LIMIT 21; args=('c9noi6sndd85hl8bfbpvk9ao53pnc15g', u'2015-08-27 19:48:46')
[27/Aug/2015 19:48:46] DEBUG [django.db.backends:91] (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 19:49:16] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:49:16] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'c9noi6sndd85hl8bfbpvk9ao53pnc15g' AND `django_session`.`expire_date` > '2015-08-27 19:49:16') LIMIT 21; args=('c9noi6sndd85hl8bfbpvk9ao53pnc15g', u'2015-08-27 19:49:16')
[27/Aug/2015 19:49:16] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 19:49:37] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:49:37] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'c9noi6sndd85hl8bfbpvk9ao53pnc15g' AND `django_session`.`expire_date` > '2015-08-27 19:49:37') LIMIT 21; args=('c9noi6sndd85hl8bfbpvk9ao53pnc15g', u'2015-08-27 19:49:37')
[27/Aug/2015 19:49:37] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 19:50:01] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:50:01] DEBUG [django.db.backends:91] (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'c9noi6sndd85hl8bfbpvk9ao53pnc15g' AND `django_session`.`expire_date` > '2015-08-27 19:50:01') LIMIT 21; args=('c9noi6sndd85hl8bfbpvk9ao53pnc15g', u'2015-08-27 19:50:01')
[27/Aug/2015 19:50:01] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 19:50:07] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:50:07] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'c9noi6sndd85hl8bfbpvk9ao53pnc15g' AND `django_session`.`expire_date` > '2015-08-27 19:50:07') LIMIT 21; args=('c9noi6sndd85hl8bfbpvk9ao53pnc15g', u'2015-08-27 19:50:07')
[27/Aug/2015 19:50:07] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 19:50:38] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:50:38] DEBUG [django.db.backends:91] (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'c9noi6sndd85hl8bfbpvk9ao53pnc15g' AND `django_session`.`expire_date` > '2015-08-27 19:50:38') LIMIT 21; args=('c9noi6sndd85hl8bfbpvk9ao53pnc15g', u'2015-08-27 19:50:38')
[27/Aug/2015 19:50:38] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 19:51:41] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:51:41] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'c9noi6sndd85hl8bfbpvk9ao53pnc15g' AND `django_session`.`expire_date` > '2015-08-27 19:51:41') LIMIT 21; args=('c9noi6sndd85hl8bfbpvk9ao53pnc15g', u'2015-08-27 19:51:41')
[27/Aug/2015 19:51:41] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 19:51:49] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:51:49] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'c9noi6sndd85hl8bfbpvk9ao53pnc15g' AND `django_session`.`expire_date` > '2015-08-27 19:51:49') LIMIT 21; args=('c9noi6sndd85hl8bfbpvk9ao53pnc15g', u'2015-08-27 19:51:49')
[27/Aug/2015 19:51:49] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 19:52:32] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:52:32] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'c9noi6sndd85hl8bfbpvk9ao53pnc15g' AND `django_session`.`expire_date` > '2015-08-27 19:52:32') LIMIT 21; args=('c9noi6sndd85hl8bfbpvk9ao53pnc15g', u'2015-08-27 19:52:32')
[27/Aug/2015 19:52:32] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 19:52:39] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:52:39] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'c9noi6sndd85hl8bfbpvk9ao53pnc15g' AND `django_session`.`expire_date` > '2015-08-27 19:52:39') LIMIT 21; args=('c9noi6sndd85hl8bfbpvk9ao53pnc15g', u'2015-08-27 19:52:39')
[27/Aug/2015 19:52:39] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 19:53:16] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:53:16] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'c9noi6sndd85hl8bfbpvk9ao53pnc15g' AND `django_session`.`expire_date` > '2015-08-27 19:53:16') LIMIT 21; args=('c9noi6sndd85hl8bfbpvk9ao53pnc15g', u'2015-08-27 19:53:16')
[27/Aug/2015 19:53:16] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 19:53:22] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:53:22] DEBUG [django.db.backends:91] (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'c9noi6sndd85hl8bfbpvk9ao53pnc15g' AND `django_session`.`expire_date` > '2015-08-27 19:53:22') LIMIT 21; args=('c9noi6sndd85hl8bfbpvk9ao53pnc15g', u'2015-08-27 19:53:22')
[27/Aug/2015 19:53:22] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 19:56:39] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:56:39] DEBUG [django.db.backends:91] (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'c9noi6sndd85hl8bfbpvk9ao53pnc15g' AND `django_session`.`expire_date` > '2015-08-27 19:56:39') LIMIT 21; args=('c9noi6sndd85hl8bfbpvk9ao53pnc15g', u'2015-08-27 19:56:39')
[27/Aug/2015 19:56:39] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 19:57:02] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:57:02] DEBUG [django.db.backends:91] (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'c9noi6sndd85hl8bfbpvk9ao53pnc15g' AND `django_session`.`expire_date` > '2015-08-27 19:57:02') LIMIT 21; args=('c9noi6sndd85hl8bfbpvk9ao53pnc15g', u'2015-08-27 19:57:02')
[27/Aug/2015 19:57:02] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 19:57:11] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:57:11] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'c9noi6sndd85hl8bfbpvk9ao53pnc15g' AND `django_session`.`expire_date` > '2015-08-27 19:57:11') LIMIT 21; args=('c9noi6sndd85hl8bfbpvk9ao53pnc15g', u'2015-08-27 19:57:11')
[27/Aug/2015 19:57:11] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 19:59:12] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:59:12] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'c9noi6sndd85hl8bfbpvk9ao53pnc15g' AND `django_session`.`expire_date` > '2015-08-27 19:59:12') LIMIT 21; args=('c9noi6sndd85hl8bfbpvk9ao53pnc15g', u'2015-08-27 19:59:12')
[27/Aug/2015 19:59:12] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[27/Aug/2015 19:59:19] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 19:59:19] DEBUG [django.db.backends:91] (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'c9noi6sndd85hl8bfbpvk9ao53pnc15g' AND `django_session`.`expire_date` > '2015-08-27 19:59:19') LIMIT 21; args=('c9noi6sndd85hl8bfbpvk9ao53pnc15g', u'2015-08-27 19:59:19')
[27/Aug/2015 19:59:19] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
